eventid,iyear,imonth,iday,provstate,city,attacktype1_txt,targtype1_txt,gname,weaptype1_txt
2.00E+11,2001,3,1,Jammu and Kashmir,Dangerpora,Armed Assault,Government (General),Militants,Firearms
2.00E+11,2001,3,5,Jammu and Kashmir (State),Surankot,Armed Assault,Military,Unknown,Firearms
2.00E+11,2001,3,6,Assam,Fukkumari,Armed Assault,Private Citizens & Property,Militants,Firearms
2.00E+11,2001,3,13,Jammu and Kashmir (State),Veelu,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,3,13,Manipur (State),Imphal,Bombing/Explosion,Private Citizens & Property,Kanglei Yawol Kanna Lup (KYKL),Explosives/Bombs/Dynamite
2.00E+11,2001,3,13,Baramulla,Unknown,Bombing/Explosion,Transportation,Militants,Explosives/Bombs/Dynamite
2.00E+11,2001,3,17,Jammu and Kashmir,Kulipora,Assassination,Government (General),Militants,Firearms
2.00E+11,2001,3,18,Assam,Ramgaon,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.00E+11,2001,3,22,Jammu and Kashmir,Sonapah,Assassination,Government (General),Militants,Firearms
2.00E+11,2001,3,24,Tripura,Manu,Unknown,Private Citizens & Property,National Liberation Front of Tripura (NLFT),Unknown
2.00E+11,2001,3,26,Jammu and Kashmir (State),Srinagar,Armed Assault,Police,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2001,3,29,Manipur (State),Ichum Lairembi,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,3,Jammu and Kashmir (State),Rafiabad,Armed Assault,Military,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2001,4,3,Kupwara,Kandi,Armed Assault,Government (General),Militants,Firearms
2.00E+11,2001,4,4,Jammu and Kashmir (State),Dalina,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,5,Jammu and Kashmir (State),Kashmir,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,6,Jammu and Kashmir (State),Baramula,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,10,New Delhi,New Delhi,Bombing/Explosion,Government (General),Students Islamic Movement of India (SIMI),Explosives/Bombs/Dynamite
2.00E+11,2001,4,14,Jammu and Kashmir (State),Srinagar,Armed Assault,Military,Unknown,Firearms
2.00E+11,2001,4,14,Bihar (State),Beltu,Armed Assault,Private Citizens & Property,Maoist Communist Center (MCC),Firearms
2.00E+11,2001,4,19,Muzffarpur,Madhopur,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,20,Andhra Pradesh (State),East Godavari,Bombing/Explosion,Police,People's War Group (PWG),Explosives/Bombs/Dynamite
2.00E+11,2001,4,23,Jammu and Kashmir (State),Kashmir,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,23,Darbhanga,Nagma,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,23,Sitamarhi,Unknown,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,24,Jammu and Kashmir (State),Sopore,Armed Assault,Military,Unknown,Firearms
2.00E+11,2001,4,26,Tripura (State),Kantakobrapara,Armed Assault,Military,National Liberation Front of Tripura (NLFT),Firearms
2.00E+11,2001,4,26,Jammu and Kashmir (State),Bijbehara,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,4,29,Jammu and Kashmir (State),Budgam District,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,5,5,Bihar (State),Muzaffarpur,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,5,9,Jammu and Kashmir (State),Magam,Armed Assault,Military,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2001,5,9,National Capital Territory of Delhi (Union Territory),New Delhi,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2001,5,10,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Private Citizens & Property,Al-Hamas Mujahideen,Explosives/Bombs/Dynamite
2.00E+11,2001,5,10,Jammu and Kashmir (State),Sajjar,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Melee
2.00E+11,2001,5,25,Jammu and Kashmir (State),Mahadev,Bombing/Explosion,Police,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2001,5,28,Uttar Pradesh (State),Ahilya Ghat,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,5,28,Jammu and Kashmir (State),Sangrama,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2001,5,28,Jammu and Kashmir (State),Prechu,Bombing/Explosion,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,5,29,Jammu and Kashmir (State),Srinagar,Assassination,Educational Institution,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2001,5,29,Jammu and Kashmir (State),Muzaffarnagar,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,6,2,Jammu and Kashmir (State),Kupwara,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,6,3,Assam (State),Kokrajhar,Armed Assault,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Firearms
2.00E+11,2001,6,6,Jammu and Kashmir (State),Srinagar,Armed Assault,Police,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2001,6,7,Assam (State),Goalpara,Armed Assault,Police,United Liberation Front of Assam (ULFA),Firearms
2.00E+11,2001,6,8,Jammu and Kashmir (State),Budgam,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,6,15,Karimnagar,Unknown,Armed Assault,Terrorists/Non-State Militia,People's War Group (PWG),Firearms
2.00E+11,2001,6,25,Kashmir,Jammu,Bombing/Explosion,Transportation,Muslim Militants,Explosives/Bombs/Dynamite
2.00E+11,2001,6,26,Jammu and Kashmir (State),Doda,Assassination,Government (General),Unknown,Firearms
2.00E+11,2001,6,27,Jammu and Kashmir (State),Pathan Mohalla,Assassination,Government (General),Unknown,Firearms
2.00E+11,2001,7,21,Jammu and Kashmir (State),Sheshnag,Armed Assault,Private Citizens & Property,Al-Umar Mujahideen,Firearms
2.00E+11,2001,7,21,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Private Citizens & Property,Jaish-e-Mohammad (JeM),Explosives/Bombs/Dynamite
2.00E+11,2001,7,22,Jammu and Kashmir (State),Chirji,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,7,29,Andhra Pradesh (State),Eturunagaram,Armed Assault,Police,People's War Group (PWG),Firearms
2.00E+11,2001,8,0,Meghalaya (State),Tripura,Facility/Infrastructure Attack,Utilities,Unknown,Firearms
2.00E+11,2001,8,1,Jammu and Kashmir (State),Budgam,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,1,Jammu and Kashmir (State),Anantnag,Assassination,Government (General),Unknown,Firearms
2.00E+11,2001,8,1,Jammu and Kashmir (State),Chunti Mohalla,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,1,Kokrajhar,Debatangi,Bombing/Explosion,Private Citizens & Property,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
2.00E+11,2001,8,2,Jammu and Kashmir (State),Pathie,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,2,Jammu and Kashmir (State),Shams-ud-din Khan,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,2,Jammu and Kashmir (State),Surigam,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,2,Jammu and Kashmir (State),Tangmarg,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,4,Jammu and Kashmir (State),Shrotidar,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2001,8,4,Jammu and Kashmir (State),Shopian,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,5,Jammu and Kashmir (State),Watalpora,Assassination,Government (General),Unknown,Firearms
2.00E+11,2001,8,5,Assam (State),Bongaigaon District,Bombing/Explosion,Police,National Democratic Front of Bodoland (NDFB),Explosives/Bombs/Dynamite
2.00E+11,2001,8,5,Doda,Luddar,Hostage Taking (Kidnapping),Private Citizens & Property,Militants,Firearms
2.00E+11,2001,8,6,Madhya Pradesh (State),Ujjain,Armed Assault,Religious Figures/Institutions,Unknown,Firearms
2.00E+11,2001,8,6,Maharashtra (State),Mumbai,Unarmed Assault,Religious Figures/Institutions,Vishwa Hindu Parishad (VHP),Melee
2.00E+11,2001,8,7,Jammu and Kashmir (State),Sonmarg,Unarmed Assault,Educational Institution,Lashkar-e-Jhangvi,Chemical
2.00E+11,2001,8,7,Jammu and Kashmir (State),Srinagar,Unarmed Assault,Private Citizens & Property,Lashkar-e-Jhangvi,Chemical
2.00E+11,2001,8,7,Jammu and Kashmir (State),Baramula District,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,7,Jammu and Kashmir (State),Pulwama District,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,7,Jammu and Kashmir (State),Bundagam,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,7,Jammu and Kashmir (State),Jammu,Armed Assault,Transportation,Unknown,Firearms
2.00E+11,2001,8,8,Jammu and Kashmir (State),Frislan-Pahalgam,Armed Assault,Government (General),Unknown,Firearms
2.00E+11,2001,8,8,West Tripura,Jampuijala,Assassination,Government (General),National Liberation Front of Tripura (NLFT),Firearms
2.00E+11,2001,8,9,Jammu and Kashmir (State),Soibugh,Armed Assault,Police,Unknown,Firearms
2.00E+11,2001,8,9,Orissa (State),Kalimela,Facility/Infrastructure Attack,Police,People's War Group (PWG),Firearms
2.00E+11,2001,8,9,Orissa (State),Motu,Facility/Infrastructure Attack,Police,People's War Group (PWG),Firearms
2.00E+11,2001,8,10,Jammu and Kashmir (State),Kaller-Katal,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,10,Jammu and Kashmir (State),More Bachia,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,10,Meghalaya (State),Songsak,Armed Assault,Police,Achik National Volunteer Council (ANVC),Firearms
2.00E+11,2001,8,10,Nagaland (State),Dimapur,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,10,Jammu and Kashmir (State),Frisal Kulgam,Assassination,Government (General),Hizbul Mujahideen (HM),Firearms
2.00E+11,2001,8,11,Jammu and Kashmir (State),Frisal Kulgam,Assassination,Violent Political Party,Unknown,Firearms
2.00E+11,2001,8,11,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,11,National Capital Territory of Delhi (Union Territory),New Delhi,Bombing/Explosion,Private Citizens & Property,Students Islamic Movement of India (SIMI),Explosives/Bombs/Dynamite
2.00E+11,2001,8,12,Jammu and Kashmir (State),Unknown,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,13,Jammu and Kashmir (State),Damhalhanjipora,Assassination,Government (General),Unknown,Firearms
2.00E+11,2001,8,13,Jammu and Kashmir (State),Kanihama,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,13,Assam (State),Bipu,Bombing/Explosion,Private Citizens & Property,United People's Democratic Solidarity (UPDS),Explosives/Bombs/Dynamite
2.00E+11,2001,8,13,Jammu and Kashmir (State),Srinagar,Armed Assault,Police,Unknown,Firearms
2.00E+11,2001,8,14,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,14,Uttar Pradesh (State),Ghaziabad,Bombing/Explosion,Transportation,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,14,Jammu and Kashmir (State),Bela,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2001,8,15,Jammu and Kashmir (State),Bela,Bombing/Explosion,Private Citizens & Property,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Noorbagh,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Mattan,Assassination,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Handwara,Bombing/Explosion,Educational Institution,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Hallian,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,15,Jammu and Kashmir (State),Doda District,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,16,Jammu and Kashmir (State),Bharwari,Facility/Infrastructure Attack,Police,Unknown,Firearms
2.00E+11,2001,8,16,Jammu and Kashmir (State),Sangaldan,Armed Assault,Police,Unknown,Firearms
2.00E+11,2001,8,17,Jammu and Kashmir (State),Baramulla District,Armed Assault,Police,Unknown,Firearms
2.00E+11,2001,8,18,Jammu and Kashmir (State),Beerwah,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,18,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,19,Jammu and Kashmir (State),Takia Hail Jageer,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,19,Jammu and Kashmir (State),Srinagar,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,20,Jammu and Kashmir (State),Krusan-Lalpora,Armed Assault,Police,Unknown,Firearms
2.00E+11,2001,8,20,Andhra Pradesh (State),Bandlamudi,Bombing/Explosion,Police,People's War Group (PWG),Explosives/Bombs/Dynamite
2.00E+11,2001,8,21,Jammu and Kashmir (State),Ogaad,Armed Assault,Police,Unknown,Firearms
2.00E+11,2001,8,21,Jammu and Kashmir (State),Dardpora,Armed Assault,Religious Figures/Institutions,Unknown,Firearms
2.00E+11,2001,8,21,Jammu and Kashmir (State),Dardpora,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,21,Jammu and Kashmir (State),Durmunah,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,22,Bihar (State),Patna,Armed Assault,Private Citizens & Property,People's War Group (PWG),Firearms
2.00E+11,2001,8,23,Jammu and Kashmir (State),Dardpora,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,23,Jammu and Kashmir (State),Poonch,Armed Assault,Police,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2001,8,23,Jammu and Kashmir (State),Mohmangad,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,23,Jammu and Kashmir (State),Neel,Facility/Infrastructure Attack,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Kotranaka,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Kuntwar,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Ghat,Armed Assault,Government (General),Unknown,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Amroh,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,24,Jammu and Kashmir (State),Sirgwari-Keshewan,Unknown,Private Citizens & Property,Unknown,Unknown
2.00E+11,2001,8,24,Jammu and Kashmir (State),Ransoo-Naushehra,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,25,Jammu and Kashmir (State),Srinagar,Assassination,Government (General),Al-Umar Mujahideen,Firearms
2.00E+11,2001,8,25,Madhya Pradesh (State),Jobat,Unarmed Assault,Religious Figures/Institutions,Vishwa Hindu Parishad (VHP),Melee
2.00E+11,2001,8,25,Assam (State),Kuligaon,Bombing/Explosion,Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Explosives/Bombs/Dynamite
2.00E+11,2001,8,25,Jammu and Kashmir (State),Basantgarh,Armed Assault,Military,Unknown,Firearms
2.00E+11,2001,8,25,Jammu and Kashmir (State),Nasrullahpora,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,26,Jammu and Kashmir (State),Baramulla District,Assassination,Government (General),Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,26,Jammu and Kashmir (State),Hardumadam,Armed Assault,Terrorists/Non-State Militia,Unknown,Firearms
2.00E+11,2001,8,26,Jammu and Kashmir (State),Basantgarh,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,26,Jammu and Kashmir (State),Lolab,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,8,27,Jammu and Kashmir (State),Parmot,Assassination,Government (General),Unknown,Firearms
2.00E+11,2001,8,27,Orissa (State),Matu,Facility/Infrastructure Attack,Police,People's War Group (PWG),Firearms
2.00E+11,2001,8,27,Jammu and Kashmir (State),Surankode,Armed Assault,Religious Figures/Institutions,Unknown,Melee
2.00E+11,2001,8,28,Jammu and Kashmir (State),Pamrod,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,28,Jammu and Kashmir (State),Poonch,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,29,Jammu and Kashmir (State),Rajouri,Bombing/Explosion,Transportation,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2001,8,29,Jammu and Kashmir (State),Srinagar,Armed Assault,Transportation,Unknown,Firearms
2.00E+11,2001,8,29,Jammu and Kashmir (State),Hangalpawa,Bombing/Explosion,Transportation,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2001,8,29,Jammu and Kashmir (State),Kupwara District,Assassination,Government (General),Unknown,Firearms
2.00E+11,2001,8,30,Jammu and Kashmir (State),Kalaroos,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,30,Jammu and Kashmir (State),Garoora,Armed Assault,Private Citizens & Property,Lashkar-e-Taiba (LeT),Firearms
2.00E+11,2001,8,31,Jammu and Kashmir (State),Budgam District,Armed Assault,Educational Institution,Unknown,Firearms
2.00E+11,2001,8,31,Jammu and Kashmir (State),Nowshera,Hostage Taking (Kidnapping),Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,8,31,Jammu and Kashmir (State),Panzan,Armed Assault,Private Citizens & Property,Unknown,Firearms
2.00E+11,2001,9,1,Jammu and Kashmir (State),Habback,Bombing/Explosion,Transportation,Jaish-e-Mohammad (JeM),Explosives/Bombs/Dynamite
2.00E+11,2001,9,2,Jammu and Kashmir (State),Doda,Bombing/Explosion,Police,Lashkar-e-Taiba (LeT),Explosives/Bombs/Dynamite
2.00E+11,2001,9,3,Assam (State),North Cachar District,Hostage Taking (Kidnapping),Transportation,Dima Halao Daoga (DHD),Unknown
2.00E+11,2001,9,4,Jammu and Kashmir (State),Janbazpora,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,9,6,Jammu and Kashmir (State),Digdol,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,9,8,Jammu and Kashmir (State),Matan,Bombing/Explosion,Educational Institution,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,9,8,Jammu and Kashmir (State),Jammu,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2001,9,9,Jammu and Kashmir (State),Angarala,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,9,9,Andhra Pradesh (State),Marrdmalli,Bombing/Explosion,Police,People's War Group (PWG),Explosives/Bombs/Dynamite
2.00E+11,2001,9,10,Jammu and Kashmir (State),Ratnal,Bombing/Explosion,Military,Hizbul Mujahideen (HM),Explosives/Bombs/Dynamite
2.00E+11,2001,9,15,Jammu and Kashmir (State),Udhampur,Bombing/Explosion,Military,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,9,15,Jammu and Kashmir (State),Srinagar,Bombing/Explosion,Police,Unknown,Explosives/Bombs/Dynamite
2.00E+11,2001,9,17,Jammu and Kashmir (State),Handawar,Armed Assault,Police,Lashkar-e-Taiba (LeT),Firearms
